id,genre,artist,song,year,youtube search
231,Croatian Folk,Various,Ethno Ambient Live - Archaic Songs From Croatia,(1995),https://www.youtube.com/results?search_query=Various-Ethno%20Ambient%20Live%20-%20Archaic%20Songs%20From%20Croatia
232,Czech Folk,Various,Musique folklorique du monde - Bohème,(NA),https://www.youtube.com/results?search_query=Various-Musique%20folklorique%20du%20monde%20-%20Boh%C3%A8me
233,Moravian Folk,Hradišťan a Jiří Pavlica,Zbojné Písně Moravské,(1986),https://www.youtube.com/results?search_query=Hradi%C5%A1%C5%A5an%20a%20Ji%C5%99%C3%AD%20Pavlica-Zbojn%C3%A9%20P%C3%ADsn%C4%9B%20Moravsk%C3%A9
234,Polish Folk,Various,Ostatni wiejscy muzykanci,(1980-1997),https://www.youtube.com/results?search_query=Various-Ostatni%20wiejscy%20muzykanci
235,Russian Folk,Balalaika_Ensemble Wolga,Russian Folk Songs,(1994),https://www.youtube.com/results?search_query=Balalaika_Ensemble%20Wolga-Russian%20Folk%20Songs
236,Slovak Folk,Various,Slovakia - Music From Polana,(2001),https://www.youtube.com/results?search_query=Various-Slovakia%20-%20Music%20From%20Polana
237,Slovenian Folk,Slavko Avsenik und seine Original Oberkrainer,Ein Feuerwerk der Musik,(1986),https://www.youtube.com/results?search_query=Slavko%20Avsenik%20und%20seine%20Original%20Oberkrainer-Ein%20Feuerwerk%20der%20Musik
238,Ukrainian Folk,Various,Ukrainian Village Music - Historic Recordings,(1928-1933),https://www.youtube.com/results?search_query=Various-Ukrainian%20Village%20Music%20-%20Historic%20Recordings
239,Slavic Folk,Various,Folk Songs of Yugoslavia - Recordings,(1955-1960),https://www.youtube.com/results?search_query=Various-Folk%20Songs%20of%20Yugoslavia%20-%20Recordings
240,Albanian Folk,Various,Albanie - Polyphonies vocales et instrumentales,(1988),https://www.youtube.com/results?search_query=Various-Albanie%20-%20Polyphonies%20vocales%20et%20instrumentales
241,Bulgarian Folk,Ensemble of the Bulgarian Republic,Philip Koutev - Music of Bulgaria,(1955),https://www.youtube.com/results?search_query=Ensemble%20of%20the%20Bulgarian%20Republic-Philip%20Koutev%20-%20Music%20of%20Bulgaria
242,Macedonian Folk,Goran Ivanovic,Fareed Haque - Macedonian Blues - Laments and Dances,(2001),https://www.youtube.com/results?search_query=Goran%20Ivanovic-Fareed%20Haque%20-%20Macedonian%20Blues%20-%20Laments%20and%20Dances
243,Sevdalinka,Various,"Bosno moja divna, mila",(1973),https://www.youtube.com/results?search_query=Various-Bosno%20moja%20divna%2C%20mila
244,Balkan Brass Band,Fanfare Ciocărlia,Iag Bari,(2001),https://www.youtube.com/results?search_query=Fanfare%20Cioc%C4%83rlia-Iag%20Bari
245,Balkan Pop_Folk,Goran Bregović,P.S.,(1996),https://www.youtube.com/results?search_query=Goran%20Bregovi%C4%87-P.S.
246,Musika popullore,Tefta Tashko Koço,Tefta Tashko Koço,(2006),https://www.youtube.com/results?search_query=Tefta%20Tashko%20Ko%C3%A7o-Tefta%20Tashko%20Ko%C3%A7o
247,Turbo_Folk,Balkan Beat Box,Balkan Beat Box,(2005),https://www.youtube.com/results?search_query=Balkan%20Beat%20Box-Balkan%20Beat%20Box
248,Chalga,No Comment,cuper без кoменмар,(1998),https://www.youtube.com/results?search_query=No%20Comment-cuper%20%D0%B1%D0%B5%D0%B7%20%D0%BAo%D0%BC%D0%B5%D0%BD%D0%BC%D0%B0%D1%80
249,Manele,Adrian Copilul Minune & Costi (Ex_Valahia),Fără concurenţă,(2000),https://www.youtube.com/results?search_query=Adrian%20Copilul%20Minune%20%26amp%3B%20Costi%20%28Ex_Valahia%29-F%C4%83r%C4%83%20concuren%C5%A3%C4%83
250,Dimotika,Georgia Mittaki,Δημοτικά με τη Γεωργία Μηττάκη Νο 2,(NA),https://www.youtube.com/results?search_query=Georgia%20Mittaki-%CE%94%CE%B7%CE%BC%CE%BF%CF%84%CE%B9%CE%BA%CE%AC%20%CE%BC%CE%B5%20%CF%84%CE%B7%20%CE%93%CE%B5%CF%89%CF%81%CE%B3%CE%AF%CE%B1%20%CE%9C%CE%B7%CF%84%CF%84%CE%AC%CE%BA%CE%B7%20%CE%9D%CE%BF%202
251,Kritika,"Nikos Xilouris, Christodoulos Halaris & Tania Tsanaklidou",Ερωτόκριτος,(1976),https://www.youtube.com/results?search_query=Nikos%20Xilouris%2C%20Christodoulos%20Halaris%20%26amp%3B%20Tania%20Tsanaklidou-%CE%95%CF%81%CF%89%CF%84%CF%8C%CE%BA%CF%81%CE%B9%CF%84%CE%BF%CF%82
252,Nisiotika Aigaiou,Γιώργος Κονιτόπουλος & Ειρήνη Κονιτοπούλου–Λεγάκη,Αθάνατα νησιώτικα Νο 1,(1978),https://www.youtube.com/results?search_query=%CE%93%CE%B9%CF%8E%CF%81%CE%B3%CE%BF%CF%82%20%CE%9A%CE%BF%CE%BD%CE%B9%CF%84%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CF%82%20%26amp%3B%20%CE%95%CE%B9%CF%81%CE%AE%CE%BD%CE%B7%20%CE%9A%CE%BF%CE%BD%CE%B9%CF%84%CE%BF%CF%80%CE%BF%CF%8D%CE%BB%CE%BF%CF%85%E2%80%93%CE%9B%CE%B5%CE%B3%CE%AC%CE%BA%CE%B7-%CE%91%CE%B8%CE%AC%CE%BD%CE%B1%CF%84%CE%B1%20%CE%BD%CE%B7%CF%83%CE%B9%CF%8E%CF%84%CE%B9%CE%BA%CE%B1%20%CE%9D%CE%BF%201
253,Nisiotika Ioniou,Various,Τραγούδια των Επτανήσων - Songs of the Ionian Islands - Volume 15,(1977),https://www.youtube.com/results?search_query=Various-%CE%A4%CF%81%CE%B1%CE%B3%CE%BF%CF%8D%CE%B4%CE%B9%CE%B1%20%CF%84%CF%89%CE%BD%20%CE%95%CF%80%CF%84%CE%B1%CE%BD%CE%AE%CF%83%CF%89%CE%BD%20-%20Songs%20of%20the%20Ionian%20Islands%20-%20Volume%2015
254,Rembetika,Various,Rembetika - Songs of the Greek Underground,(1925-1947),https://www.youtube.com/results?search_query=Various-Rembetika%20-%20Songs%20of%20the%20Greek%20Underground
255,Laika,Vassilis Tsitsanis,Τσιτσάνης [Tα κλειδιά],(1966),https://www.youtube.com/results?search_query=Vassilis%20Tsitsanis-%CE%A4%CF%83%CE%B9%CF%84%CF%83%CE%AC%CE%BD%CE%B7%CF%82%20%5BT%CE%B1%20%CE%BA%CE%BB%CE%B5%CE%B9%CE%B4%CE%B9%CE%AC%5D
256,Entechna,Manos Hadjidakis,Το χαμόγελο της Τζοκόντας,(1965),https://www.youtube.com/results?search_query=Manos%20Hadjidakis-%CE%A4%CE%BF%20%CF%87%CE%B1%CE%BC%CF%8C%CE%B3%CE%B5%CE%BB%CE%BF%20%CF%84%CE%B7%CF%82%20%CE%A4%CE%B6%CE%BF%CE%BA%CF%8C%CE%BD%CF%84%CE%B1%CF%82
257,Neo Kyma,Dionysis Savvopoulos,Φορτηγό,(1966),https://www.youtube.com/results?search_query=Dionysis%20Savvopoulos-%CE%A6%CE%BF%CF%81%CF%84%CE%B7%CE%B3%CF%8C
258,Entechna Laika,"Manos Loizos, Giannis Negrepontis & Maria Farantouri",Τα νέγρικα,(1975),https://www.youtube.com/results?search_query=Manos%20Loizos%2C%20Giannis%20Negrepontis%20%26amp%3B%20Maria%20Farantouri-%CE%A4%CE%B1%20%CE%BD%CE%AD%CE%B3%CF%81%CE%B9%CE%BA%CE%B1
259,Entechna Laika,Mariza Koch,Και δυό ζυγιές παιχνίδια,(1974),https://www.youtube.com/results?search_query=Mariza%20Koch-%CE%9A%CE%B1%CE%B9%20%CE%B4%CF%85%CF%8C%20%CE%B6%CF%85%CE%B3%CE%B9%CE%AD%CF%82%20%CF%80%CE%B1%CE%B9%CF%87%CE%BD%CE%AF%CE%B4%CE%B9%CE%B1
260,Romanian Folk,Various,Folk Music of Rumania,(1951),https://www.youtube.com/results?search_query=Various-Folk%20Music%20of%20Rumania
261,Colinde,Ansamblul Folcloric „Ţara Vrancei”,Asta_i datina la noi,(2006),https://www.youtube.com/results?search_query=Ansamblul%20Folcloric%20%E2%80%9E%C5%A2ara%20Vrancei%E2%80%9D-Asta_i%20datina%20la%20noi
262,Doina,Gheorghe Zamfir & Marcel Cellier,Flauto di Pan e Organo,(1976),https://www.youtube.com/results?search_query=Gheorghe%20Zamfir%20%26amp%3B%20Marcel%20Cellier-Flauto%20di%20Pan%20e%20Organo
263,Lăutărească,Taraf de Haïdouks,Taraf De Haïdouks,(1999),https://www.youtube.com/results?search_query=Taraf%20de%20Ha%C3%AFdouks-Taraf%20De%20Ha%C3%AFdouks
264,Romanţe,Ioana Radu,Volume 1,(1995),https://www.youtube.com/results?search_query=Ioana%20Radu-Volume%201
265,Hungarian Folk,Various,The Rough Guide to Hungarian Music,(2002),https://www.youtube.com/results?search_query=Various-The%20Rough%20Guide%20to%20Hungarian%20Music
266,Estonian Folk,Strand... Rand,Folk Chorales and Songs From the West Coast of Estonia,(2001),https://www.youtube.com/results?search_query=Strand...%20Rand-Folk%20Chorales%20and%20Songs%20From%20the%20West%20Coast%20of%20Estonia
267,Latvian Folk,Various,Beyond the River - Seasonal Songs of Latvia,(1998),https://www.youtube.com/results?search_query=Various-Beyond%20the%20River%20-%20Seasonal%20Songs%20of%20Latvia
268,Lithuanian Folk,Various,Folk Music of the Lithuanian SSR,(1937-1984),https://www.youtube.com/results?search_query=Various-Folk%20Music%20of%20the%20Lithuanian%20SSR
269,Polka,Various,Texas_Czech Bohemian_Moravian Bands - Historic Recordings,(1929-1959),https://www.youtube.com/results?search_query=Various-Texas_Czech%20Bohemian_Moravian%20Bands%20-%20Historic%20Recordings
270,Spanish Folk,Various,The Rough Guide to the Music of Spain,(2002),https://www.youtube.com/results?search_query=Various-The%20Rough%20Guide%20to%20the%20Music%20of%20Spain
271,Andalusian Folk,Various,The Living Tradition - Portrait of Andalusia,(1968),https://www.youtube.com/results?search_query=Various-The%20Living%20Tradition%20-%20Portrait%20of%20Andalusia
272,Aragonese Folk,Various,The Spanish Recordings - Aragon & Valencia,(2001),https://www.youtube.com/results?search_query=Various-The%20Spanish%20Recordings%20-%20Aragon%20%26amp%3B%20Valencia
273,Catalan Folk,La Capella Reial de Catalunya,Cançons de la Catalunya mil·lenària,(1991),https://www.youtube.com/results?search_query=La%20Capella%20Reial%20de%20Catalunya-Can%C3%A7ons%20de%20la%20Catalunya%20mil%C2%B7len%C3%A0ria
274,Galician Folk,Various,The Spanish Recordings - Galicia,(2001),https://www.youtube.com/results?search_query=Various-The%20Spanish%20Recordings%20-%20Galicia
275,Canción melódica,Gloria Lasso,Los Ep's Originales,(1997),https://www.youtube.com/results?search_query=Gloria%20Lasso-Los%20Ep%26%23x27%3Bs%20Originales
276,Cuplé,Sara Montiel,La Violetera - Las Mas Bellas Canciones,(1957-1967),https://www.youtube.com/results?search_query=Sara%20Montiel-La%20Violetera%20-%20Las%20Mas%20Bellas%20Canciones
277,Copla,Concha Piquer,30 éxitos - Versiones originales,(2005),https://www.youtube.com/results?search_query=Concha%20Piquer-30%20%C3%A9xitos%20-%20Versiones%20originales
278,Sevillanas,Gente del Pueblo,Sevillanas Democraticas,(1977),https://www.youtube.com/results?search_query=Gente%20del%20Pueblo-Sevillanas%20Democraticas
279,Tonada,Simón Díaz,Tonadas,(1974),https://www.youtube.com/results?search_query=Sim%C3%B3n%20D%C3%ADaz-Tonadas
280,Flamenco,Various,Early Cante Flamenco - Classic Recordings from the 1930's,(1990),https://www.youtube.com/results?search_query=Various-Early%20Cante%20Flamenco%20-%20Classic%20Recordings%20from%20the%201930%26%23x27%3Bs
281,Flamenco,Paco de Lucía,Fuente y caudal,(1973),https://www.youtube.com/results?search_query=Paco%20de%20Luc%C3%ADa-Fuente%20y%20caudal
282,Flamenco Pop,Rosa Morena,Rosa Morena,(1971),https://www.youtube.com/results?search_query=Rosa%20Morena-Rosa%20Morena
283,Flamenco nuevo,Lole y Manuel,Nuevo día,(1975),https://www.youtube.com/results?search_query=Lole%20y%20Manuel-Nuevo%20d%C3%ADa
284,Rumba catalana,Various,Gipsy Rhumba - The Original Rhythm of Gipsy Rhumba in Spain,(1965-1974),https://www.youtube.com/results?search_query=Various-Gipsy%20Rhumba%20-%20The%20Original%20Rhythm%20of%20Gipsy%20Rhumba%20in%20Spain
285,Portuguese Folk,Various,Songs and Dances of Portugal (research by Michel Giacometti),(1994),https://www.youtube.com/results?search_query=Various-Songs%20and%20Dances%20of%20Portugal%20%28research%20by%20Michel%20Giacometti%29
286,Fado,Various,Fados From Portugal - Volume 1 - Fado de Lisboa,(1928-1936),https://www.youtube.com/results?search_query=Various-Fados%20From%20Portugal%20-%20Volume%201%20-%20Fado%20de%20Lisboa
287,Cante alentejano,Os Ganhões de Castro Verde,Terra - Antologia Polifonias alentejanas,(1972-2006),https://www.youtube.com/results?search_query=Os%20Ganh%C3%B5es%20de%20Castro%20Verde-Terra%20-%20Antologia%20Polifonias%20alentejanas
288,Trás_os_Montes Folk,Various,Trás_os_Montes - Chants du blé et cornemuses de berger,(1980),https://www.youtube.com/results?search_query=Various-Tr%C3%A1s_os_Montes%20-%20Chants%20du%20bl%C3%A9%20et%20cornemuses%20de%20berger
289,Pimba,Quim Barreiros,Folclore algarvio,(1973),https://www.youtube.com/results?search_query=Quim%20Barreiros-Folclore%20algarvio
290,Celtic Folk,Various,Classic Celtic Music From Smithsonian Folkways,(2013),https://www.youtube.com/results?search_query=Various-Classic%20Celtic%20Music%20From%20Smithsonian%20Folkways
291,Breton Folk,Various,Ils se meurent nos oiseaux,(1978),https://www.youtube.com/results?search_query=Various-Ils%20se%20meurent%20nos%20oiseaux
292,Breton Celtic Folk,Alan Stivell,Renaissance de la harpe celtique,(1971),https://www.youtube.com/results?search_query=Alan%20Stivell-Renaissance%20de%20la%20harpe%20celtique
293,Bagad,Bagad Kemper,Kejadenn,(1993),https://www.youtube.com/results?search_query=Bagad%20Kemper-Kejadenn
294,Cornish Folk,Various,Sounds Like West Cornwall,(1970),https://www.youtube.com/results?search_query=Various-Sounds%20Like%20West%20Cornwall
295,Irish Folk,Various,The Rough Guide To Irish Folk,(1999),https://www.youtube.com/results?search_query=Various-The%20Rough%20Guide%20To%20Irish%20Folk
296,Sean_nós,Sorcha Ní Ghuairim,Traditional Irish Songs,(1945),https://www.youtube.com/results?search_query=Sorcha%20N%C3%AD%20Ghuairim-Traditional%20Irish%20Songs
297,Manx Folk,Various,The Best That's In,(1996),https://www.youtube.com/results?search_query=Various-The%20Best%20That%26%23x27%3Bs%20In
298,Newfoundland Folk,Alan Mills,Folk Songs of Newfoundland,(1953),https://www.youtube.com/results?search_query=Alan%20Mills-Folk%20Songs%20of%20Newfoundland
299,Welsh Folk,Meredydd Evans,Welsh Folk_Songs,(1954),https://www.youtube.com/results?search_query=Meredydd%20Evans-Welsh%20Folk_Songs
300,Scottish Folk,Various,The Rough Guide to Scottish Folk,(2000),https://www.youtube.com/results?search_query=Various-The%20Rough%20Guide%20to%20Scottish%20Folk
301,Gaelic Psalm,Various,Scottish Tradition - Volume 6 - Gaelic Psalms From Lewis,(1975),https://www.youtube.com/results?search_query=Various-Scottish%20Tradition%20-%20Volume%206%20-%20Gaelic%20Psalms%20From%20Lewis
302,Pibroch,"Pipe Major John A. MacLellan, MBE",Scottish Bagpipe Music,(1967),https://www.youtube.com/results?search_query=Pipe%20Major%20John%20A.%20MacLellan%2C%20MBE-Scottish%20Bagpipe%20Music
303,Pipe Band,The Pipes and Drums of the Royal Scots Dragoon Guards,Amazing Grace,(1972),https://www.youtube.com/results?search_query=The%20Pipes%20and%20Drums%20of%20the%20Royal%20Scots%20Dragoon%20Guards-Amazing%20Grace
304,Shetland and Orkney Islands Folk,Various,Orkney - Traditional Dance Music from Orkney,(2014),https://www.youtube.com/results?search_query=Various-Orkney%20-%20Traditional%20Dance%20Music%20from%20Orkney
305,English Folk,Tim Hart & Maddy Prior,Folk Songs of Old England - Volume 1,(1968),https://www.youtube.com/results?search_query=Tim%20Hart%20%26amp%3B%20Maddy%20Prior-Folk%20Songs%20of%20Old%20England%20-%20Volume%201
306,Music Hall,George Formby,The Best of George Formby,(1996),https://www.youtube.com/results?search_query=George%20Formby-The%20Best%20of%20George%20Formby
307,Revue,Noël Coward,The Compact Coward,(1989),https://www.youtube.com/results?search_query=No%C3%ABl%20Coward-The%20Compact%20Coward
308,Northumbrian Folk,Various,Bonny North Tyne - Northumbrian Country Music,(1974),https://www.youtube.com/results?search_query=Various-Bonny%20North%20Tyne%20-%20Northumbrian%20Country%20Music
309,Scrumpy and Western,Adge Cutler & The Wurzels,Adge Cutler & The Wurzels,(1967),https://www.youtube.com/results?search_query=Adge%20Cutler%20%26amp%3B%20The%20Wurzels-Adge%20Cutler%20%26amp%3B%20The%20Wurzels
310,Danish Folk,Dan Haugaard,Songs of Denmark,(1957),https://www.youtube.com/results?search_query=Dan%20Haugaard-Songs%20of%20Denmark
311,Finnish Folk,Various,Folk Voices - Finnish Folk Song Through the Ages,(1999),https://www.youtube.com/results?search_query=Various-Folk%20Voices%20-%20Finnish%20Folk%20Song%20Through%20the%20Ages
312,Icelandic Folk,Various,Íslandsklukkur,(1994),https://www.youtube.com/results?search_query=Various-%C3%8Dslandsklukkur
313,Norwegian Folk,Various,Devil's Tune - Ethnic Music From the Twilight Zone,(1998),https://www.youtube.com/results?search_query=Various-Devil%26%23x27%3Bs%20Tune%20-%20Ethnic%20Music%20From%20the%20Twilight%20Zone
314,Swedish Folk,Various,Locklåtar på horn och pipa - Ancient Swedish Pastoral Music,(1966),https://www.youtube.com/results?search_query=Various-Lockl%C3%A5tar%20p%C3%A5%20horn%20och%20pipa%20-%20Ancient%20Swedish%20Pastoral%20Music
315,German Folk,Zupfgeigenhansel,Volkslieder aus drei Jahrhunderten,(1978),https://www.youtube.com/results?search_query=Zupfgeigenhansel-Volkslieder%20aus%20drei%20Jahrhunderten
316,German Folk,Various,Frisch auf ins weite Feld - Junge Leute machen Volksmusik,(1980),https://www.youtube.com/results?search_query=Various-Frisch%20auf%20ins%20weite%20Feld%20-%20Junge%20Leute%20machen%20Volksmusik
317,Dutch Folk,De Perelaar,Nederlandse volksmuziek,(1977),https://www.youtube.com/results?search_query=De%20Perelaar-Nederlandse%20volksmuziek
318,Flemish Folk,Various,Flemish Folk Music,(1997),https://www.youtube.com/results?search_query=Various-Flemish%20Folk%20Music
319,Alpine Folk,Various,The Rough Guide to the Music of the Alps,(2002),https://www.youtube.com/results?search_query=Various-The%20Rough%20Guide%20to%20the%20Music%20of%20the%20Alps
320,French Folk,Catherine Perrier,Chansons traditionnelles françaises,(1974),https://www.youtube.com/results?search_query=Catherine%20Perrier-Chansons%20traditionnelles%20fran%C3%A7aises
321,Occitan Folk,Clemencic Consort,Troubadours,(1998),https://www.youtube.com/results?search_query=Clemencic%20Consort-Troubadours
322,Auvergnat Folk,Gentiane,Musique d'Auvergne,(1979),https://www.youtube.com/results?search_query=Gentiane-Musique%20d%26%23x27%3BAuvergne
323,Corsican Folk,E Voce di u cumune,Corsica - Chants polyphoniques,(1987),https://www.youtube.com/results?search_query=E%20Voce%20di%20u%20cumune-Corsica%20-%20Chants%20polyphoniques
324,Chanson,Various,Café de Paris - 18 Accordion Classics From the Boulevards of Paris,(1930-1941),https://www.youtube.com/results?search_query=Various-Caf%C3%A9%20de%20Paris%20-%2018%20Accordion%20Classics%20From%20the%20Boulevards%20of%20Paris
325,Italian Folk,Various,The Rough Guide to the Music of Italy,(2000),https://www.youtube.com/results?search_query=Various-The%20Rough%20Guide%20to%20the%20Music%20of%20Italy
326,Canzone napoletana,Roberto Murolo,Napoletana - Volume 1,(1200-1894),https://www.youtube.com/results?search_query=Roberto%20Murolo-Napoletana%20-%20Volume%201
327,Cantu a tenore,Ernst Reijseger & Tenore e Cuncordu de Orosei,Colla Voche,(1999),https://www.youtube.com/results?search_query=Ernst%20Reijseger%20%26amp%3B%20Tenore%20e%20Cuncordu%20de%20Orosei-Colla%20Voche
328,Basque Folk,Benito Lertxundi,Chants du peuple basque,(1976),https://www.youtube.com/results?search_query=Benito%20Lertxundi-Chants%20du%20peuple%20basque
329,Għana,Various,Malta's Lost Voices - Recordings of Maltese Music From the Early 1930s,(2010),https://www.youtube.com/results?search_query=Various-Malta%26%23x27%3Bs%20Lost%20Voices%20-%20Recordings%20of%20Maltese%20Music%20From%20the%20Early%201930s
330,Mexican Folk,Various,Mexico - Fiestas of Chiapas and Oaxaca,(1976),https://www.youtube.com/results?search_query=Various-Mexico%20-%20Fiestas%20of%20Chiapas%20and%20Oaxaca
331,Canto cardenche,Various,Tradiciones musicales de La Laguna - La canción cardenche,(2002),https://www.youtube.com/results?search_query=Various-Tradiciones%20musicales%20de%20La%20Laguna%20-%20La%20canci%C3%B3n%20cardenche
332,Ranchera,Los Centauros and Dora Maria,Mexican Rancheras,(1957),https://www.youtube.com/results?search_query=Los%20Centauros%20and%20Dora%20Maria-Mexican%20Rancheras
333,Son Jarocho,Trío Aguilillas,Sones of Mexico,(1950),https://www.youtube.com/results?search_query=Tr%C3%ADo%20Aguilillas-Sones%20of%20Mexico
334,Corrido,Various,Mexican Corridos,(1956),https://www.youtube.com/results?search_query=Various-Mexican%20Corridos
335,Mexican,Various,Putumayo Presents Mexico,(2001),https://www.youtube.com/results?search_query=Various-Putumayo%20Presents%20Mexico
336,Bandas de viento de México,Various,"La Banda Mixe de Oaxaca, La Tradición musical de un pueblo en la ciudad de Mexico",(2003),https://www.youtube.com/results?search_query=Various-La%20Banda%20Mixe%20de%20Oaxaca%2C%20La%20Tradici%C3%B3n%20musical%20de%20un%20pueblo%20en%20la%20ciudad%20de%20Mexico
337,Mariachi,Various,Mariachi Music of Mexico,(1954),https://www.youtube.com/results?search_query=Various-Mariachi%20Music%20of%20Mexico
338,Tejano,Various,Mexican_American Border Music - Volume 1,(1928-1958),https://www.youtube.com/results?search_query=Various-Mexican_American%20Border%20Music%20-%20Volume%201
339,Norteño,Los Tigres del Norte,Contrabando y traición,(1975),https://www.youtube.com/results?search_query=Los%20Tigres%20del%20Norte-Contrabando%20y%20traici%C3%B3n
340,Son Cubano,Various,Out of Cuba - Latin American Music Takes Africa by Storm,(2005),https://www.youtube.com/results?search_query=Various-Out%20of%20Cuba%20-%20Latin%20American%20Music%20Takes%20Africa%20by%20Storm
341,Changüí,Conjunto Típico Cubano,Septeto Típico Habanero - Típico y Habanero,(1968),https://www.youtube.com/results?search_query=Conjunto%20T%C3%ADpico%20Cubano-Septeto%20T%C3%ADpico%20Habanero%20-%20T%C3%ADpico%20y%20Habanero
342,Boogaloo,Various,Long Live Boogaloo,(2012),https://www.youtube.com/results?search_query=Various-Long%20Live%20Boogaloo
343,Cuban Charanga,Pacheco y su Charanga,Volume 3 - Que suene la flauta,(1962),https://www.youtube.com/results?search_query=Pacheco%20y%20su%20Charanga-Volume%203%20-%20Que%20suene%20la%20flauta
344,Rhumba,Lecuona Cuban Boys,Lecuona Cuban Boys,(1935-1938),https://www.youtube.com/results?search_query=Lecuona%20Cuban%20Boys-Lecuona%20Cuban%20Boys
345,Salsa,Eddie Palmieri,Azúcar pa' ti,(1965),https://www.youtube.com/results?search_query=Eddie%20Palmieri-Az%C3%BAcar%20pa%26%23x27%3B%20ti
346,Salsa,Fania All Stars,Salsa Caliente De Nu York!,(2001),https://www.youtube.com/results?search_query=Fania%20All%20Stars-Salsa%20Caliente%20De%20Nu%20York%21
347,Salsa Dura,Willie Colón,Cosa nuestra,(1969),https://www.youtube.com/results?search_query=Willie%20Col%C3%B3n-Cosa%20nuestra
348,Salsa Romántica,Lalo Rodriguez,"Ven, devórame otra vez",(1988),https://www.youtube.com/results?search_query=Lalo%20Rodriguez-Ven%2C%20dev%C3%B3rame%20otra%20vez
349,Timba,Orquesta Revé,La Explosión del Momento!,(1989),https://www.youtube.com/results?search_query=Orquesta%20Rev%C3%A9-La%20Explosi%C3%B3n%20del%20Momento%21
350,Danzón,Various,The Cuban Danzón - Its Ancestors and Descendents,(1982),https://www.youtube.com/results?search_query=Various-The%20Cuban%20Danz%C3%B3n%20-%20Its%20Ancestors%20and%20Descendents
351,Mambo,Pérez Prado,Mondo Mambo - The Best of Perez Prado,(1995),https://www.youtube.com/results?search_query=P%C3%A9rez%20Prado-Mondo%20Mambo%20-%20The%20Best%20of%20Perez%20Prado
352,Chachachá,Tito Puente,Mucho Cha Cha,(1959),https://www.youtube.com/results?search_query=Tito%20Puente-Mucho%20Cha%20Cha
353,Descarga,Cachao y su Ritmo Caliente,Cuban Jam Sessions in Miniature - Descargas,(1957),https://www.youtube.com/results?search_query=Cachao%20y%20su%20Ritmo%20Caliente-Cuban%20Jam%20Sessions%20in%20Miniature%20-%20Descargas
354,Conga,Cachao,Dos,(1977),https://www.youtube.com/results?search_query=Cachao-Dos
355,Santería,Various,"Matanzas, Cuba, ca. 1957 - Afro_Cuban Sacred Music From the Countryside",(2001),https://www.youtube.com/results?search_query=Various-Matanzas%2C%20Cuba%2C%20ca.%201957%20-%20Afro_Cuban%20Sacred%20Music%20From%20the%20Countryside
356,Trova,Trío Matamoros,The Legendary Trío Matamoros,(1992),https://www.youtube.com/results?search_query=Tr%C3%ADo%20Matamoros-The%20Legendary%20Tr%C3%ADo%20Matamoros
357,Cuban Rumba,Sabu,Palo congo,(1957),https://www.youtube.com/results?search_query=Sabu-Palo%20congo
358,Guajira,Celina y Reutilio,Santa Barbara,(1975),https://www.youtube.com/results?search_query=Celina%20y%20Reutilio-Santa%20Barbara
359,Guaracha,Celia Cruz,La Guarachera de Cuba,(1950-1953),https://www.youtube.com/results?search_query=Celia%20Cruz-La%20Guarachera%20de%20Cuba
360,Bachata,Rafael Encarnación,Homenaje a Rafael Encarnación,(1991),https://www.youtube.com/results?search_query=Rafael%20Encarnaci%C3%B3n-Homenaje%20a%20Rafael%20Encarnaci%C3%B3n
361,Bachata,Various,Bachata Roja - Acoustic Bachata From the Cabaret Era,(2007),https://www.youtube.com/results?search_query=Various-Bachata%20Roja%20-%20Acoustic%20Bachata%20From%20the%20Cabaret%20Era
362,Merengue,Dioris Valladares,Vete pa'l colegio,(1961),https://www.youtube.com/results?search_query=Dioris%20Valladares-Vete%20pa%26%23x27%3Bl%20colegio
363,Merengue,Juan Luis Guerra y 4.40,Ojalá que llueva café,(1989),https://www.youtube.com/results?search_query=Juan%20Luis%20Guerra%20y%204.40-Ojal%C3%A1%20que%20llueva%20caf%C3%A9
364,Merecumbé,Pedro J. Belisario,Baile Merecumbe,(1960),https://www.youtube.com/results?search_query=Pedro%20J.%20Belisario-Baile%20Merecumbe
365,Bomba,Various,¡Saoco! The Bomba and Plena Explosion in Puerto Rico,(1954-1966),https://www.youtube.com/results?search_query=Various-%C2%A1Saoco%21%20The%20Bomba%20and%20Plena%20Explosion%20in%20Puerto%20Rico
366,Bomba,Cortijo y Su Combo con Ismael Rivera,Cortijo en New York,(1958),https://www.youtube.com/results?search_query=Cortijo%20y%20Su%20Combo%20con%20Ismael%20Rivera-Cortijo%20en%20New%20York
367,Plena,Canario y su Grupo,Plenas,(NA),https://www.youtube.com/results?search_query=Canario%20y%20su%20Grupo-Plenas
368,Jibaro,Ramito,El cantor de la montaña,(1960),https://www.youtube.com/results?search_query=Ramito-El%20cantor%20de%20la%20monta%C3%B1a
369,Tamborito,Various,"Street Music Of Panama - Cumbias, Tamboritos, Mejoranas",(1985),https://www.youtube.com/results?search_query=Various-Street%20Music%20Of%20Panama%20-%20Cumbias%2C%20Tamboritos%2C%20Mejoranas
